駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
3142,西桑名,"4,347","3,916","1,853",47.32,446,"2,440",980,"7,041","1,660",536,32,155,"2,017,648",542,50,917,8.2,7.55,9.26,15.82,12.25,13.99,13.5,11.61,7.83,52.26,42.58,"4,884"
3143,馬道,778,"3,887","1,846",47.49,540,"2,345",973,"3,794","1,519",376,25,37,"236,499",166,9,901,8.81,10.16,8.6,13.66,14.15,11.82,14.12,11.43,7.26,54.05,40.54,"1,483"
3144,西別所,279,"1,916",918,47.91,242,"1,139",510,"1,465",743,204,27,21,"198,037",90,3,80,7.99,10.05,9.04,13.43,14.17,11.42,14.38,12.32,7.19,33.33,38.1,660
3145,蓮花寺,635,"1,644",793,48.24,230,"1,007",383,"1,704",606,156,26,15,"163,657",75,7,399,9.38,9.63,10.56,13.95,12.1,12.96,14.63,10.68,6.11,40,53.33,752
3146,在良,290,"1,535",769,50.1,231,916,368,"1,307",555,122,22,16,"276,419",62,5,0,9.56,10.36,8.71,14.31,12.8,11.35,16.49,10.49,5.94,31.25,50,755
3148,星川,"1,410","1,490",757,50.81,243,921,277,"1,473",582,180,31,33,"513,567",81,7,142,10.41,11.59,9.51,17.21,14.09,11.31,12.56,8.81,4.51,48.48,42.42,792
3149,七和,585,"1,591",772,48.52,282,983,305,"1,112",579,135,23,7,"40,505",43,3,233,11.78,11.02,10.13,17.45,12.68,10.13,13.82,8.85,4.14,14.29,57.14,322
3150,穴太,599,"1,065",538,50.52,156,673,234,613,357,67,19,11,"85,267",45,3,0,9.23,9.98,10.64,14.31,14.12,11.11,16.48,10.08,4.05,27.27,54.55,229
3152,東員,899,805,411,51.06,141,524,128,"1,034",318,119,37,10,"232,178",39,2,363,11.73,10.47,13.24,17.53,14.12,10.72,10.59,7.69,3.91,30,40,451
3154,大泉,519,546,257,47.07,65,343,138,462,161,14,9,5,"7,627",27,2,94,7.14,10.81,10.26,10.07,13,15.02,15.75,9.89,8.06,20,40,161
3155,楚原,"1,264","1,653",872,52.75,278,"1,105",270,"2,092",639,219,34,20,"147,219",74,3,"1,075",12.7,8.35,14.04,18.87,12.7,10.22,12.1,7.38,3.63,55,35,562
3157,麻生田,284,755,393,52.05,105,467,190,546,248,65,26,5,"31,537",30,3,0,7.33,10.99,9.95,13.48,13.22,12.7,15.31,9.95,7.07,40,40,284
3158,阿下喜,730,"1,159",509,43.92,124,590,443,"1,063",349,73,21,22,"56,789",77,3,0,6.74,7.77,9.24,9.33,10.54,10.79,14.85,12.61,18.13,63.64,31.82,506
3159,板谷,70,22,10,45.45,1,10,9,38,10,3,30,0,0,3,1,0,0,0,0,5.56,5.56,27.78,27.78,22.22,11.11,0,0,23
3160,峠,36,13,5,38.46,2,9,3,29,4,0,0,0,0,4,1,0,5.88,11.76,0,23.53,0,29.41,5.88,23.53,0,0,0,19
3161,大沢,20,14,7,50,0,7,11,16,9,5,56,1,0,0,0,0,0,0,5,5,0,20,20,30,20,0,100,0
3162,関根,70,361,166,45.98,26,203,131,338,111,17,15,1,0,17,2,101,3.87,8.29,9.67,7.73,9.67,17.13,13.81,19.61,10.22,0,100,60
3163,米沢,"5,148","2,136","1,031",48.27,234,"1,284",608,"2,461",868,322,37,44,"403,003",177,16,174,7.38,7.9,8.61,11.85,13.83,13.5,14.86,12.32,9.74,34.09,52.27,"1,465"
3164,置賜,72,409,202,49.39,43,253,113,330,118,21,18,3,"14,569",20,1,45,7.82,6.85,10.51,11.25,7.82,18.58,12.71,11,13.45,33.33,33.33,104
3165,高畠,"1,862","1,235",565,45.75,212,725,299,"1,319",395,82,21,13,"121,207",62,5,147,12.06,9.39,9.06,14.56,11.73,13.19,10.76,8.5,10.76,61.54,30.77,747
3166,赤湯,"3,372","2,579","1,218",47.23,401,"1,595",582,"1,575",906,195,22,31,"383,596",136,4,0,10.39,10.2,9.81,13.77,13.61,12.99,12.56,10.16,6.51,48.39,48.39,652
3167,中川,200,332,158,47.59,26,178,127,623,97,16,16,2,0,21,1,0,6.34,5.14,7.25,8.76,7.55,15.11,18.13,13.6,18.13,50,50,467
3168,羽前中山,212,353,163,46.18,20,197,135,252,112,17,15,2,0,17,1,0,3.41,6.25,9.38,4.55,9.66,17.05,17.33,16.48,15.91,50,0,59
3169,かみのやま温泉,"3,432","3,006","1,383",46.01,330,"1,671","1,005","2,879","1,092",277,25,116,"632,235",331,21,16,6.26,9.25,7.42,9.52,11.48,14.01,16.11,15.15,10.79,51.72,41.38,"1,620"
3170,茂吉記念館前,134,716,344,48.04,51,373,292,"1,214",181,31,17,2,"7,189",32,2,13,3.77,7.12,4.33,9.22,8.94,14.94,20.39,17.6,13.69,0,100,712
3171,蔵王,"2,036","1,440",637,44.24,159,951,323,"1,741",492,118,24,19,"143,152",83,3,413,5.99,14.98,10.1,9.83,11.99,15.89,14.56,9.83,6.83,47.37,26.32,876
3172,山形,"22,442","3,772","1,806",47.88,382,"2,407",897,"11,039","1,744",861,49,180,"1,718,944",965,89,"1,029",7.1,7.48,11.71,13.29,13.58,15.18,13.12,10.01,8.51,60.56,35,"8,794"
3173,北山形,"3,116","3,799","1,772",46.64,471,"2,272","1,040","3,845","1,440",422,29,59,"376,582",282,13,456,7.88,9.42,10.16,12.59,12.65,12.96,13.7,11.35,9.29,44.07,47.46,"1,997"
3174,羽前千歳,450,"2,889","1,380",47.77,327,"1,663",892,"2,184",908,206,23,21,"83,517",90,4,211,6.38,9.54,8.78,10.86,11.03,13.94,16.16,14.26,9.05,42.86,47.62,631
3175,南出羽,10,552,273,49.46,60,320,171,"1,512",171,35,20,8,"45,027",32,2,112,6.92,7.65,10.38,10.2,9.84,15.12,15.3,14.75,9.84,25,75,"1,147"
3176,漆山,456,"1,264",601,47.55,157,752,356,"1,220",405,42,10,10,"82,063",77,2,8,7.77,9.35,7.21,12.12,11.97,13.63,18.07,12.44,7.45,50,30,734
3177,高擶,"1,432","3,088","1,491",48.28,425,"1,976",680,"1,902","1,088",250,23,14,"75,694",104,5,265,8.96,10,10.36,14.22,12.27,13.57,16.04,9.58,5,28.57,50,526
3178,天童,"3,598","3,515","1,688",48.02,577,"2,195",734,"3,117","1,289",300,23,73,"496,043",250,14,495,11.15,9.5,9.87,15.31,13.49,13.34,11.38,9.69,6.27,47.95,46.58,"1,353"
3179,乱川,18,"1,547",749,48.42,268,"1,035",238,"1,466",504,104,21,10,"151,102",69,3,392,11.83,11.57,11.24,15.4,16.18,12.48,10.14,6.56,4.61,30,70,559
3180,神町,720,"2,107","1,062",50.4,380,"1,307",421,"1,200",735,156,21,14,"40,606",63,5,0,13.52,9.16,10.48,18.5,11.67,10.2,11.24,9.72,5.5,35.71,42.86,478
3181,さくらんぼ東根,"2,414","1,975",944,47.8,315,"1,173",487,"2,846",681,184,27,40,"963,031",136,13,369,10.22,10.77,9.51,14.31,14.01,11.08,10.72,10.88,8.5,45,40,"1,728"
3182,東根,"1,380",977,485,49.64,130,610,238,726,323,56,17,5,"23,628",38,2,136,9.83,8.8,9.52,15.05,10.54,13.92,14.94,11.36,6.04,20,20,230
3183,村山,"2,580","1,847",873,47.27,278,"1,057",511,"2,175",641,148,23,40,"247,334",155,12,386,9.43,10.08,8.78,12.74,11.33,12.63,13.06,12.74,9.21,50,40,"1,084"
3184,袖崎,144,139,71,51.08,13,73,50,97,41,4,10,1,349,9,1,0,5.19,8.15,7.41,5.93,11.11,17.78,14.07,18.52,11.85,0,100,15
3185,大石田,"1,768","1,318",631,47.88,185,764,434,984,409,68,17,17,"61,345",87,5,4,8.32,9.26,7.52,10.99,10.34,14.75,13.88,12.22,12.73,35.29,52.94,480
3186,北大石田,52,218,109,50,27,127,64,212,54,4,7,0,0,16,0,29,7.76,9.13,9.59,9.13,9.59,15.53,15.07,15.07,9.13,0,0,77
3187,芦沢,110,200,97,48.5,15,107,80,191,63,12,19,2,0,17,1,0,5.39,6.37,7.84,7.35,9.31,15.69,14.71,17.65,15.69,0,50,82
3188,舟形,192,563,267,47.42,48,324,190,492,177,23,13,16,"97,878",45,5,43,5.68,7.99,6.75,7.64,10.66,19.54,15.1,14.92,11.72,37.5,43.75,195
3189,新庄,"3,210","1,642",785,47.81,202,946,486,"4,164",693,261,38,116,"931,304",494,45,14,7.95,8.13,7.71,11.07,11.25,15.66,14.13,12.48,11.62,54.31,40.52,"3,523"
3190,泉田,82,275,132,48,39,165,72,169,85,12,14,2,"1,246",9,0,0,7.61,9.42,9.06,11.59,8.7,18.12,16.3,11.23,7.97,50,50,53
3191,羽前豊里,296,288,143,49.65,26,170,91,176,84,9,11,3,"2,541",10,0,0,5.94,6.64,5.24,11.19,8.74,20.98,16.08,12.24,12.94,33.33,66.67,41
3192,真室川,274,"1,311",637,48.59,156,782,373,"1,346",422,84,20,42,"300,272",139,11,1,7.26,10.31,7.1,11.15,11.92,15.43,15.28,13.14,8.4,50,40.48,825
3193,釜淵,270,450,223,49.56,34,246,171,338,138,16,12,7,"25,312",23,0,0,5.12,8.24,6.9,7.35,9.13,16.7,16.04,17.59,12.92,14.29,71.43,68
3194,大滝,160,2,1,50,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,及位,46,52,25,48.08,7,23,17,40,17,4,24,0,0,2,0,0,4.26,12.77,6.38,6.38,8.51,10.64,21.28,19.15,10.64,0,0,13
3196,米沢,"5,036","2,136","1,031",48.27,234,"1,284",608,"2,461",868,322,37,44,"403,003",177,16,174,7.38,7.9,8.61,11.85,13.83,13.5,14.86,12.32,9.74,34.09,52.27,"1,465"
3197,南米沢,740,"1,798","1,142",63.52,177,"1,246",317,"2,821",991,679,69,8,"28,653",62,2,"1,727",6.28,11.34,32.35,8.35,9.15,9.5,9.44,8.06,5.53,37.5,37.5,606
3198,西米沢,432,"2,125","1,035",48.71,356,"1,241",527,"1,439",720,145,20,10,"58,142",76,4,195,10.83,10.5,7.11,15.07,14.27,12.01,11.25,11.49,7.49,40,60,515
3199,成島,40,248,126,50.81,27,152,71,180,71,9,13,4,"33,747",13,1,0,5.62,10.44,8.03,9.24,14.86,16.47,13.65,13.25,8.43,50,25,81
3200,中郡,84,176,90,51.14,18,114,52,99,49,6,12,2,0,3,0,0,3.78,13.51,10.27,5.95,16.76,16.22,12.43,15.68,5.41,50,50,11
3201,羽前小松,690,"1,336",650,48.65,159,751,426,"1,946",444,94,21,50,"380,268",159,11,337,7.17,8.74,7.17,11.58,12.55,13.97,13.74,15.91,9.19,46,42,"1,053"
3202,犬川,120,231,105,45.45,26,131,74,156,67,11,16,0,0,7,0,8,6.06,9.52,11.26,8.23,11.26,15.58,14.29,14.72,9.09,0,0,33
3203,今泉,452,636,299,47.01,78,364,194,464,226,73,32,7,"18,178",33,3,0,8.82,6.14,11.65,13.7,10.39,13.7,11.18,10.71,13.7,28.57,57.14,224
3204,萩生,162,401,191,47.63,71,240,90,482,127,23,18,2,0,17,1,20,12.19,8.96,8.96,15.17,9.95,11.94,14.68,9.45,8.71,0,100,295
3205,羽前椿,88,486,232,47.74,59,286,142,485,138,16,12,6,"43,377",32,2,83,6.6,10.52,10.31,9.28,11.55,16.49,12.37,13.81,9.07,33.33,50,185
3206,手ノ子,84,250,120,48,34,135,82,237,75,14,19,5,"14,001",24,1,9,8.4,9.6,9.2,9.2,8,17.2,14.8,12.4,11.2,0,80,95
3207,羽前沼沢,34,85,37,43.53,6,39,43,68,30,6,20,1,0,9,3,0,2.3,10.34,4.6,9.2,8.05,4.6,24.14,26.44,10.34,0,0,16
3208,伊佐領,40,108,54,50,12,50,46,79,37,7,19,1,"2,663",3,0,9,4.59,7.34,6.42,6.42,10.09,16.51,15.6,21.1,11.93,0,100,11
3209,羽前松岡,28,60,30,50,5,32,25,48,20,0,0,0,0,2,0,0,3.23,8.06,3.23,3.23,12.9,20.97,17.74,16.13,14.52,0,0,8
3210,小国,216,"1,172",557,47.53,130,601,441,"2,117",422,120,28,42,"199,951",179,13,251,6.92,7.86,7.09,9.57,12.22,11.97,13.33,15.38,15.64,57.14,35.71,"1,415"
3211,山形,"22,442","3,772","1,806",47.88,382,"2,407",897,"11,039","1,744",861,49,180,"1,718,944",965,89,"1,029",7.1,7.48,11.71,13.29,13.58,15.18,13.12,10.01,8.51,60.56,35,"8,794"
3212,北山形,"3,076","3,799","1,772",46.64,471,"2,272","1,040","3,845","1,440",422,29,59,"376,582",282,13,456,7.88,9.42,10.16,12.59,12.65,12.96,13.7,11.35,9.29,44.07,47.46,"1,997"
3213,東金井,310,"1,943",925,47.61,304,"1,220",416,"1,890",638,95,15,9,"87,038",32,0,929,9.9,11.24,8.87,14.07,13.71,13.92,13.04,9.18,6.08,22.22,66.67,237
3214,羽前山辺,"1,672","2,342","1,127",48.12,303,"1,398",641,"2,242",703,93,13,73,"392,315",196,9,179,8.37,9.52,8.75,11.83,12.34,13.79,14.56,12.21,8.63,47.95,42.47,"1,200"
3215,羽前金沢,66,125,62,49.6,13,65,48,71,35,3,9,1,0,3,0,0,4.8,8.8,6.4,5.6,12,13.6,15.2,21.6,12,0,0,7
3216,羽前長崎,934,"1,313",632,48.13,177,774,365,822,392,47,12,12,"50,795",66,5,0,7.97,9.95,7.97,11.24,11.01,16.63,14.27,12.38,8.58,58.33,33.33,311
3217,南寒河江,164,"2,397","1,173",48.94,382,"1,453",560,"1,610",719,107,15,9,"87,816",91,6,3,10.43,10.26,8.18,13.31,11.39,14.39,15.02,10.22,6.8,44.44,33.33,648
3218,寒河江,"1,898","3,078","1,454",47.24,356,"1,764",952,"3,464","1,016",208,20,55,"403,383",303,20,401,7.36,8.76,8.11,10.68,12.3,13.77,15.14,14,9.9,40,52.73,"1,766"
3219,西寒河江,614,"1,865",889,47.67,275,"1,145",443,"2,210",593,110,19,28,"448,384",110,5,438,10.32,8.97,9.67,13.97,10.91,14.88,13.16,10.64,7.47,50,35.71,"1,068"
3220,羽前高松,624,661,316,47.81,65,365,237,811,178,17,10,10,"67,347",39,1,0,5.08,11.21,7.92,7.32,12.56,13.3,15.55,15.7,11.36,40,50,491
3221,柴橋,26,190,102,53.68,17,108,65,189,56,4,7,3,"23,046",9,1,0,6.32,5.79,8.42,8.95,7.89,21.05,14.74,13.68,13.16,0,66.67,94
3222,左沢,714,"1,377",624,45.32,139,731,508,"1,692",393,70,18,42,"181,076",138,7,200,5.81,9.51,7.76,7.69,11.25,14.15,12.26,14.8,16.76,45.24,38.1,878
3223,鼠ケ関,234,959,456,47.55,104,544,314,877,303,51,17,28,"58,943",78,2,133,6.13,9.66,7.06,7.68,11.84,16.3,14.95,14.43,11.94,21.43,71.43,310
3224,小岩川,112,455,205,45.05,47,244,164,274,142,20,14,4,"6,124",18,0,0,4.62,11.65,2.2,6.81,14.51,14.73,16.26,17.8,11.43,0,50,58
3225,あつみ温泉,266,384,191,49.74,35,204,145,457,152,32,21,12,"31,713",45,3,26,4.69,8.07,4.17,7.81,11.98,14.84,18.23,17.45,12.76,58.33,41.67,247
3226,五十川,152,179,78,43.58,23,87,70,125,54,10,19,3,419,8,1,4,11.05,3.31,8.29,11.05,7.73,8.29,17.68,19.34,13.26,0,100,37
3227,小波渡,126,390,179,45.9,47,193,149,223,118,19,16,3,"1,684",14,3,0,6.15,11.79,6.15,5.9,10.77,13.85,13.85,18.72,12.82,33.33,100,23
3228,三瀬,302,616,280,45.45,72,365,180,451,196,41,21,10,"37,724",27,1,85,6.66,9.58,7.14,8.93,11.69,19.16,13.47,12.5,10.88,30,60,105
3229,羽前水沢,146,321,156,48.6,39,197,84,299,86,6,7,7,"36,017",22,1,0,6.25,13.75,6.88,10,15.31,15,11.88,14.06,6.88,42.86,28.57,190
3230,羽前大山,214,"1,155",539,46.67,155,647,353,937,395,79,20,11,"22,832",46,0,33,8.03,9.59,5.53,12,12.69,14.25,14.34,14.42,9.15,45.45,45.45,408
3231,鶴岡,"2,712","1,926",908,47.14,256,"1,139",524,"5,545",831,320,39,111,"808,229",395,27,89,8.39,9.59,7.77,12.83,13.4,13.24,13.71,12.1,8.97,63.96,30.63,"4,735"
3232,藤島,708,810,380,46.91,86,463,261,761,258,36,14,13,"33,004",42,3,0,7.17,7.29,6.92,9.64,9.77,18.91,13.47,16.81,10.01,61.54,23.08,384
3233,西袋,266,224,98,43.75,18,129,77,159,70,9,13,1,0,6,0,0,6.7,4.46,8.04,7.59,11.61,16.96,18.3,13.84,12.5,100,0,40
3234,余目,"1,134","1,443",694,48.09,187,825,427,"1,404",494,97,20,42,"174,469",136,11,94,8.47,8.54,6.11,11.59,12.28,15.48,13.88,15.41,8.26,66.67,26.19,714
3235,北余目,44,120,58,48.33,13,71,39,98,31,3,10,0,0,2,0,0,7.32,4.07,7.32,10.57,9.76,15.45,17.07,13.82,14.63,0,0,27
3236,砂越,386,800,378,47.25,101,474,225,462,265,45,17,8,"98,823",24,0,0,8.4,8.77,6.89,10.03,11.4,17.54,17.92,11.65,7.39,50,37.5,171
3237,東酒田,16,135,64,47.41,16,74,45,76,49,10,20,1,0,2,0,0,10.29,5.88,5.88,7.35,14.71,16.91,12.5,14.71,11.76,100,0,9
3238,酒田,"2,626","3,296","1,516",46,344,"1,812","1,139","3,842","1,376",452,33,73,"420,260",356,25,387,5.88,8.16,6.67,10.76,10.95,13.83,17.43,16.22,10.1,52.05,45.21,"1,925"
3239,本楯,82,426,197,46.24,46,248,133,289,125,15,12,4,"40,179",16,1,0,5.85,8.43,7.26,10.3,8.2,18.03,15.69,15.69,10.54,50,50,81
3240,南鳥海,258,276,141,51.09,23,159,94,166,84,15,18,3,0,8,0,0,5.43,7.25,10.51,7.61,11.23,15.94,17.75,13.41,10.87,33.33,66.67,19
3241,遊佐,436,786,356,45.29,79,443,264,"1,108",268,56,21,29,"214,756",118,8,0,5.97,7.88,6.23,10.55,11.05,15.88,15.88,14.87,11.69,65.52,31.03,772
3242,吹浦,290,864,396,45.83,84,468,311,734,280,54,19,24,"47,576",66,5,0,5.21,8.45,6.6,8.22,11.11,15.51,15.39,16.44,13.08,37.5,54.17,319
3243,女鹿,10,63,28,44.44,4,34,26,35,24,6,25,0,0,0,0,0,1.64,8.2,4.92,6.56,8.2,16.39,19.67,21.31,13.11,0,0,1
3244,新庄,"3,164","1,642",785,47.81,202,946,486,"4,164",693,261,38,116,"931,304",494,45,14,7.95,8.13,7.71,11.07,11.25,15.66,14.13,12.48,11.62,54.31,40.52,"3,523"
3245,升形,74,280,132,47.14,35,166,86,222,75,9,12,4,"19,728",17,0,34,8.74,5.94,10.14,11.54,8.04,17.83,12.59,15.38,9.79,25,75,31
3246,羽前前波,72,67,35,52.24,10,43,19,32,17,1,6,0,0,0,0,0,13.89,1.39,12.5,6.94,9.72,22.22,12.5,5.56,15.28,0,0,0
3247,津谷,198,382,191,50,50,220,116,298,104,12,12,4,"20,407",15,0,0,9,7.97,7.46,8.48,11.05,17.74,13.11,14.14,11.05,25,50,69
3248,古口,78,311,153,49.2,24,177,110,310,97,10,10,6,"12,810",37,3,0,5.13,5.77,10.26,7.69,9.62,19.87,14.1,16.03,11.54,50,50,153
3249,高屋,20,4,2,50,0,0,0,44,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,39
3250,清川,192,345,164,47.54,30,148,162,212,124,26,21,3,"1,760",7,0,0,4.44,8.88,2.96,6.21,11.54,8.28,20.12,21.01,16.57,33.33,66.67,16
3251,狩川,166,823,389,47.27,96,449,279,581,253,40,16,12,"35,794",53,3,0,6.56,9.48,5.71,10.45,9.84,16.04,16.04,16.16,9.72,41.67,41.67,212
3252,南野,120,227,104,45.81,22,115,88,222,57,7,12,2,"1,230",8,1,0,5.33,9.33,5.78,7.11,11.56,15.56,12.89,13.78,18.67,0,100,85
3253,余目,"1,076","1,443",694,48.09,187,825,427,"1,404",494,97,20,42,"174,469",136,11,94,8.47,8.54,6.11,11.59,12.28,15.48,13.88,15.41,8.26,66.67,26.19,714
3254,堺田,22,48,24,50,6,38,17,28,17,6,35,1,0,1,0,0,6.67,10,8.33,5,10,26.67,11.67,11.67,10,0,0,1
3255,赤倉温泉,162,305,145,47.54,31,174,100,300,97,19,20,11,"45,103",18,1,87,4.58,11.44,6.21,7.84,12.42,16.34,14.38,14.38,12.42,27.27,63.64,48
3256,立小路,64,271,132,48.71,32,155,83,180,71,5,7,0,0,7,0,0,7.38,7.75,3.32,9.96,12.18,16.97,16.97,13.65,11.81,0,0,19
3257,最上,408,"1,174",537,45.74,143,605,426,"1,432",343,56,16,45,"298,011",128,5,71,7.77,8.2,5.72,10.16,10.25,14.43,14.09,14.26,15.12,60,35.56,816
3258,大堀,470,461,230,49.89,52,257,145,649,149,35,23,14,"60,689",40,1,88,6.61,9.69,8.15,9.91,11.67,16.08,12.56,16.08,9.25,28.57,50,347
3259,鵜杉,218,202,107,52.97,35,116,63,180,52,5,10,0,0,9,0,0,7.58,9.48,5.21,14.69,6.16,18.01,14.22,14.69,9.95,0,0,68
3260,瀬見温泉,142,171,85,49.71,20,101,50,201,60,12,20,4,0,20,2,13,8.09,7.51,8.09,10.4,8.67,21.39,11.56,15.03,9.25,25,50,111
3261,東長沢,66,172,93,54.07,19,100,55,111,53,10,19,0,0,6,0,0,4.07,12.79,6.98,7.56,13.37,16.86,12.21,13.95,12.21,0,0,19
3262,長沢,102,477,222,46.54,49,260,168,340,129,14,11,2,"1,556",14,0,38,5.88,7.98,6.51,7.56,11.34,16.6,15.76,14.08,14.29,50,50,52
3263,南新庄,30,205,99,48.29,35,119,59,133,63,11,17,1,"8,874",12,0,0,9.91,11.32,7.08,9.91,13.68,15.09,11.32,13.21,8.49,0,0,33
3264,新庄,"3,164","1,642",785,47.81,202,946,486,"4,164",693,261,38,116,"931,304",494,45,14,7.95,8.13,7.71,11.07,11.25,15.66,14.13,12.48,11.62,54.31,40.52,"3,523"
3265,面白山高原,162,9,5,55.56,0,0,0,18,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,16
3266,山寺,"1,096",366,171,46.72,40,202,131,402,100,8,8,15,"37,137",54,10,28,7.03,7.57,7.3,9.73,10.54,11.35,20.27,14.86,11.35,66.67,26.67,234
3267,高瀬,154,518,244,47.1,55,306,157,297,152,21,14,8,"12,687",23,1,0,6.59,10.85,8.33,9.3,11.05,15.12,15.5,13.18,10.08,37.5,62.5,66
3268,楯山,276,920,433,47.07,100,540,277,702,288,38,13,8,"31,733",29,2,122,6.21,9.8,8.5,9.26,11.22,16.01,17.21,13.51,8.28,37.5,50,191
3269,羽前千歳,450,"2,889","1,380",47.77,327,"1,663",892,"2,184",908,206,23,21,"83,517",90,4,211,6.38,9.54,8.78,10.86,11.03,13.94,16.16,14.26,9.05,42.86,47.62,631
3270,北山形,"3,116","3,799","1,772",46.64,471,"2,272","1,040","3,845","1,440",422,29,59,"376,582",282,13,456,7.88,9.42,10.16,12.59,12.65,12.96,13.7,11.35,9.29,44.07,47.46,"1,997"
3271,山形,"22,442","3,772","1,806",47.88,382,"2,407",897,"11,039","1,744",861,49,180,"1,718,944",965,89,"1,029",7.1,7.48,11.71,13.29,13.58,15.18,13.12,10.01,8.51,60.56,35,"8,794"
3272,岩国,"11,444","5,509","2,709",49.17,785,"3,606","1,074","7,794","2,682","1,204",45,169,"1,412,394",780,89,676,9.33,9.66,9.88,14.75,14.48,14.51,12.94,9.13,5.31,57.4,34.91,"5,337"
3273,南岩国,"3,494","1,416",685,48.38,219,900,294,"2,382",671,270,40,58,"1,155,983",156,16,412,10.82,8.42,13.58,17.04,10.96,11.74,12.31,8.84,6.29,44.83,43.1,"1,337"
3274,藤生,"1,128",832,389,46.75,70,469,292,904,372,121,33,19,"84,740",42,2,316,3.85,9.27,8.18,7.58,10.71,13.96,19.25,16.49,10.71,26.32,57.89,193
3275,通津,"1,152",818,382,46.7,86,483,249,945,332,77,23,13,"103,506",37,1,153,6.59,8.29,7.8,9.88,11.34,13.9,21.71,12.32,8.17,30.77,69.23,402
3276,由宇,"1,740","1,935",917,47.39,240,"1,130",565,"1,930",792,206,26,29,"102,280",118,7,241,8.17,8.22,8.63,11.48,10.75,14.32,15.67,14.17,8.58,51.72,41.38,877
3277,神代,160,107,43,40.19,9,46,49,130,46,13,28,2,0,7,0,24,6.93,3.96,7.92,8.91,4.95,10.89,17.82,22.77,15.84,0,100,39
3278,大畠,"1,840",443,203,45.82,53,235,158,422,201,78,39,14,"9,528",44,3,62,6.97,9.66,4.49,9.89,12.36,11.69,19.33,15.28,10.34,42.86,57.14,153
3279,柳井港,498,708,327,46.19,67,400,241,975,295,80,27,16,"91,791",53,4,259,5.64,7.9,6.91,9.31,10.58,15.8,17.63,16.78,9.45,56.25,37.5,358
3280,柳井,"4,032","1,725",804,46.61,205,"1,019",484,"4,196",840,359,43,123,"1,243,390",487,40,137,7.78,8.71,7.19,11.87,14.04,14.21,15.2,11.93,9.06,60.98,30.08,"3,425"
3281,田布施,"2,294","1,127",527,46.76,141,648,337,"1,668",490,150,31,35,"188,352",113,6,470,8.44,7.46,8.26,14.21,10.3,12.43,17.5,12.43,8.97,48.57,48.57,780
3282,岩田,774,"1,147",525,45.77,129,632,386,"1,347",412,83,20,25,"73,947",90,2,91,6.53,9.66,7.48,10.97,9.75,12.36,18.28,12.1,12.88,48,40,710
3283,島田,992,"1,544",738,47.8,290,896,357,984,564,105,19,20,"84,948",54,0,52,12.51,11.6,7.06,15.55,12.44,11.28,14.91,9.2,5.44,40,45,262
3284,光,"4,474","2,828","1,369",48.41,428,"1,646",746,"2,374","1,197",364,30,34,"275,860",141,9,56,10.57,8.3,7.66,13.79,12.3,12.27,17.52,10.53,7.06,41.18,44.12,"1,121"
3285,下松,"4,456","3,619","1,675",46.28,436,"2,137","1,042","5,223","1,576",542,34,85,"429,382",438,35,696,7.58,8.27,7.47,13.28,13.31,12.25,16.51,11.95,9.38,56.47,40,"3,207"
3286,櫛ケ浜,"1,816","1,952",987,50.56,245,"1,199",499,"2,580",861,298,35,33,"271,777",154,7,175,8.64,7.46,10.75,14.51,12.24,12.09,15.69,11.27,7.36,30.3,42.42,"1,624"
3287,徳山,"13,388","2,591","1,255",48.44,198,"1,597",740,"9,493","1,351",683,51,219,"1,775,805",958,92,59,5.17,6.27,10.85,11.76,12.47,14.16,18.5,11.05,9.78,62.1,36.07,"8,541"
3288,新南陽,"2,404","3,327","1,691",50.83,534,"2,130",652,"3,480","1,408",466,33,93,"1,140,585",351,27,1,10.01,10.77,9.89,14.17,15.26,13.06,12.33,9.2,5.31,53.76,35.48,"2,311"
3289,福川,"1,534","1,822",839,46.05,166,972,684,"1,764",756,195,26,38,"562,783",142,9,52,5.43,7.19,5.93,9.99,11.31,12.68,20.36,15.97,11.14,42.11,52.63,854
3290,戸田,704,489,239,48.88,58,287,143,313,198,43,22,4,"33,630",13,1,0,8.4,6.97,7.79,14.34,11.27,11.07,20.08,13.32,6.76,25,50,88
3291,富海,444,659,294,44.61,33,355,270,492,281,71,25,7,"8,535",22,1,1,3.35,5.18,6.85,8.37,6.39,16.74,22.53,15.98,14.61,28.57,42.86,97
3292,防府,"7,952","2,323","1,088",46.84,270,"1,375",656,"7,543","1,142",517,45,207,"1,777,524",791,80,526,8.39,6.61,6.91,15.34,13.3,11.82,16.17,11.91,9.56,65.7,30.43,"6,200"
